shortOperatorName,lineName,hafasLineId
agilis,RB 15,rb15
agilis,RB 17,rb17
agilis,RB 18,rb18
agilis,RB 21,rb21
agilis,RB 22,rb22
agilis,RB 24,rb24
agilis,RB 26,rb26
agilis,RB 34,rb34
agilis,RB 51,rb51
agilis,RB 95,rb95
agilis,RB 96,rb96
agilis,RB 97,rb97
agilis,RB 98,rb98
agilis,RB 99,rb99
agilis,RE 18,re18
agilis,RE 22,re22
agilis,RE 50,re50
alex-dlb,RE 23,re23
alex-dlb,RE 25,re25
ams,S7,s7
arverio-bw,RE 1,re1
arverio-bw,MEX 13,mex13
arverio-bw,MEX 16,mex16
arverio-bw,RE 8,re8
arverio-bw,RB 8,rb8
arverio-bw,RE 90,re90
arverio-by,RB86,rb86
arverio-by,RB87,rb87
arverio-by,RB89,rb89
arverio-by,RB92,rb92
arverio-by,RE72,re72
arverio-by,RE80,re80
arverio-by,RE89,re89
arverio-by,RE9,re9
arverio-by,RE96,re96
avv-ast,70,3-avvbus-70
avv-ast,71,3-avvbus-71
avv-ast,72,3-avvbus-72
avv-ast,73,3-avvbus-73
avv-ast,74,3-avvbus-74
avv-ast,76,3-avvbus-76
avv-ast,78,3-avvbus-78
avv-avg,1,8-svastr-1
avv-avg,2,8-svastr-2
avv-avg,3,8-svastr-3
avv-avg,4,8-svastr-4
avv-avg,6,8-svastr-6
avv-avg,21,5-svabus-21
avv-avg,22,5-svabus-22
avv-avg,23,5-svabus-23
avv-avg,24,5-svabus-24
avv-avg,25,5-svabus-25
avv-avg,29,5-svabus-29
avv-avg,30,5-svabus-30
avv-avg,31,5-svabus-31
avv-avg,32,5-svabus-32
avv-avg,33,5-svabus-33
avv-avg,35,5-svabus-35
avv-avg,36,5-svabus-36
avv-avg,37,5-svabus-37
avv-avg,38,5-svabus-38
avv-avg,41,5-svabus-41
avv-avg,42,5-svabus-42
avv-avg,43,5-svabus-43
avv-avg,44,5-svabus-44
avv-avg,48,5-svabus-48
avv-avg,90,5-svabus-90
avv-avg,91,5-svabus-91
avv-avg,92,5-svabus-92
avv-avg,93,5-svabus-93
avv-avg,94,5-svabus-94
avv-dmm,592,5-omp014-592
avv-egb,596,5-omp024-596
avv-gvg,27,5-avvbus-27
avv-gvg,51,5-avvbus-51
avv-gvg,52,5-avvbus-52
avv-gvg,54,5-avvbus-54
avv-gvg,55,5-avvbus-55
avv-gvg,56,5-avvbus-56
avv-gvg,57,5-avvbus-57
avv-gvg,58,5-avvbus-58
avv-gvg,59,5-avvbus-59
avv-gvg,95,5-avvbus-95
avv-rba,291,5-avvbus-291
avv-rba,797,5-avvbus-797
avv-sbk,798,5-avvbus-798
avv-zzz,395,5-avvbus-395
avv-zzz,694,5-avvbus-694
bayerische-zugspitzbahn,RB 64,rb64
bentheimer-eisenbahn,RB56,rb56
bob,RB91,rb91
bodo-buchmann,1 Blau,5-bod001-1Blau
bodo-buchmann,2 Rot,5-bod001-2Rot
bodo-buchmann,3 Gruen,5-bod001-3Gruen
bodo-buchmann,4 Gelb,5-bod001-4Gelb
bodo-buchmann,90,5-bod016-90
bodo-buchmann,92,5-bod016-92
bodo-buchmann,120,5-bod016-120
bodo-buchmann,7572,5-bod016-7572
bodo-buehler,40,5-bod002-40
bodo-buehler,41,5-bod002-41
bodo-buehler,44,5-bod002-44
bodo-buehler,45,5-bod002-45
bodo-buehler,240,5-bod002-240
bodo-buehler,685,5-bod002-685
bodo-burkhard,11,5-bod034-11
bodo-burkhard,12,5-bod034-12
bodo-burkhard,22,5-bod034-22
bodo-burkhard,111,5-bod034-111
bodo-burkhard,112,5-bod034-112
bodo-burkhard,113,5-bod034-113
bodo-burkhard,122,5-bod034-122
bodo-burkhard,141,5-bod034-141
bodo-burkhard,181,5-bod034-181
bodo-burkhard,R40,5-bod034-R40
bodo-burkhard,R41,5-bod034-R41
bodo-burkhard,S40,5-bod034-S40
bodo-burkhard,S41,5-bod034-S41
bodo-ehrmann,111,5-bod003-111
bodo-ehrmann,7549,5-bod003-7549
bodo-grabherr,290,5-bod002-290
bodo-hutter,134,5-bod006-134
bodo-hutter,135,5-bod006-135
bodo-hutter,7569,5-bod006-7569
bodo-mueller,30/1,5-bod008-30/1
bodo-mueller,31,5-bod008-31
bodo-mueller,32,5-bod008-32
bodo-mueller,33/5,5-bod008-33/5
bodo-mueller,33/7,5-bod008-33/7
bodo-mueller,33/8,5-bod008-33/8
bodo-mueller,34,5-bod008-34
bodo-mueller,R30,5-bod008-R30
bodo-rab,1,5-rabrab-1
bodo-rab,3,5-rabrab-3
bodo-rab,4,5-rabrab-4
bodo-rab,5,5-rabrab-5
bodo-rab,6,5-rabrab-6
bodo-rab,7A,5-rabrab-7A
bodo-rab,14,5-rabrab-14
bodo-rab,15,5-rabrab-15
bodo-rab,16,5-rabrab-16
bodo-rab,20,5-rabrab-20
bodo-rab,21,5-rabrab-21
bodo-rab,110,5-rabrab-110
bodo-rab,111,5-rabrab-111
bodo-rab,161,5-rabrab-161
bodo-rab,211,5-rabrab-211
bodo-rab,634,5-rabrab-634
bodo-rab,677,5-rabrab-677
bodo-rab,680,5-rabrab-680
bodo-rab,685,5-rabrab-685
bodo-rab,700,5-rabrab-700
bodo-rab,731,5-rabrab-731
bodo-rab,732,5-rabrab-732
bodo-rab,733,5-rabrab-733
bodo-rab,7377,5-rabrab-7377
bodo-rab,7379,5-rabrab-7379
bodo-rab,7380,5-rabrab-7380
bodo-rab,7381,5-rabrab-7381
bodo-rab,7382,5-rabrab-7382
bodo-rab,7383,5-rabrab-7383
bodo-rab,7384,5-rabrab-7384
bodo-rab,7385,5-rabrab-7385
bodo-rab,7389,5-rabrab-7389
bodo-rab,7392,5-rabrab-7392
bodo-rab,7394,5-rabrab-7394
bodo-rab,7395,5-rabrab-7395
bodo-rab,7396,5-rabrab-7396
bodo-rab,7397,5-rabrab-7397
bodo-rab,7534,5-rabrab-7534
bodo-rab,7535,5-rabrab-7535
bodo-rab,7537,5-rabrab-7537
bodo-rab,7539,5-rabrab-7539
bodo-rab,7543,5-rabrab-7543
bodo-rab,7544,5-rabrab-7544
bodo-rab,7546,5-rabrab-7546
bodo-rab,7547,5-rabrab-7547
bodo-rab,7550,5-rabrab-7550
bodo-rab,7551,5-rabrab-7551
bodo-rab,7552,5-rabrab-7552
bodo-rab,7554,5-rabrab-7554
bodo-rab,7567,5-rabrab-7567
bodo-rab,7567.1,5-rabrab-7567
bodo-rab,7571,5-rabrab-7571
bodo-rab,7587,5-rabrab-7587
bodo-rab,N 4,5-rabrab-n4
bodo-rab,R45,5-rabrab-r45
bodo-rab,R65,5-rabrab-r65
bodo-rab,R70,5-rabrab-r70
bodo-rab,R80,5-rabrab-r80
bodo-rab,R90,5-rabrab-r90
bodo-rab,S30,5-rabrab-s30
bodo-rab,S95,5-rabrab-s95
bodo-rba,19,5-rabrab-19
bodo-rba,192,5-rabrab-192
bodo-reisch,12,5-bod004-12
bodo-reisch,R60,5-bod004-r60
bodo-schuler,101,5-bod004-101
bodo-schuler,102,5-bod004-102
bodo-schuler,103,5-bod004-103
bodo-schuler,104,5-bod004-104
bodo-schuler,105.1,5-bod004-105.1
bodo-schuler,105.2,5-bod004-105.2
bodo-sohler,13,5-bod016-13
bodo-sohler,14,5-bod016-14
bodo-sohler,15,5-bod016-15
bodo-sohler,17,5-bod016-17
bodo-sohler,132,5-bod016-132
bodo-sohler,133,5-bod016-133
bodo-sohler,151,5-bod016-151
bodo-sonstige,449,5-bod050-449
bodo-sonstige,626,5-ald020-626
bodo-sonstige,670,5-ald020-670
bodo-sonstige,696,5-ald020-696
bodo-stadtverkehr-fhafen,1,5-bod017-1
bodo-stadtverkehr-fhafen,2,5-bod017-2
bodo-stadtverkehr-fhafen,3,5-bod017-3
bodo-stadtverkehr-fhafen,4,5-bod017-4
bodo-stadtverkehr-fhafen,5,5-bod017-5
bodo-stadtverkehr-fhafen,6,5-bod017-6
bodo-stadtverkehr-fhafen,10,5-bod017-10
bodo-stadtverkehr-fhafen,11,5-bod017-11
bodo-stadtverkehr-fhafen,12,5-bod017-12
bodo-stadtverkehr-fhafen,13,5-bod017-13
bodo-stadtverkehr-fhafen,14,5-bod017-14
bodo-stadtverkehr-fhafen,15,5-bod017-15
bodo-stadtverkehr-fhafen,16,5-bod017-16
bodo-stadtverkehr-fhafen,E3,5-bod017-e3
bodo-stadtverkehr-fhafen,E11,5-bod017-e11
bodo-stadtverkehr-fhafen,E13,5-bod017-e13
bodo-stadtverkehr-fhafen,E15,5-bod017-e15
bodo-stadtverkehr-fhafen,E16,5-bod017-e16
bodo-stadtverkehr-fhafen,MX,5-bod017-mX
bodo-stadtverkehr-fhafen,X12,5-bod017-x12
bodo-stadtverkehr-fhafen,X14,5-bod017-x14
bodo-stadtverkehr-isny,74,5-bod012-74
bodo-stadtverkehr-lindau,1,5-bod031-1
bodo-stadtverkehr-lindau,2,5-bod031-2
bodo-stadtverkehr-lindau,3,5-bod031-3
bodo-stadtverkehr-lindau,4,5-bod031-4
bodo-stadtverkehr-lindau,5,5-bod031-5
bodo-stadtwerke-ueberlingen,1,5-bod015-1
bodo-stadtwerke-ueberlingen,2,5-bod015-2
bodo-stadtwerke-ueberlingen,3,5-bod015-3
bodo-stadtwerke-ueberlingen,4,5-bod015-4
bodo-stadtwerke-ueberlingen,5,5-bod015-5
bodo-stadtwerke-ueberlingen,6,5-bod015-6
bodo-stadtwerke-ueberlingen,7,5-bod015-7
bodo-stadtwerke-ueberlingen,14,5-bod015-14
bodo-strauss,1,5-bod018-1
bodo-strauss,2,5-bod018-2
bodo-strauss,220,5-bod018-220
bodo-strauss,221,5-bod018-221
bodo-strauss,221/4,5-bod018-221/4
bodo-strauss,222,5-bod018-222
bodo-strauss,224,5-bod018-224
bodo-strauss,225,5-bod018-225
bodo-strauss,226,5-bod018-226
bodo-strauss,227,5-bod018-227
bodo-strauss,229,5-bod018-229
bodo-strauss,235,5-bod018-235
bodo-strauss,238,5-bod018-238
bodo-strauss,239,5-bod018-239
bodo-strauss,246,5-bod018-246
bodo-strauss,2240,5-bod018-2240
bodo-strauss,N3,5-bod018-n3
bodo-vb-schussental,20,5-bod018-20
bodo-vb-schussental,21,5-bod018-21
bodo-volk,80/81,5-bod018-80/81
bodo-volk,82,5-bod018-82
bodo-volk,83,5-bod018-83
brb,RB 13,rb13
brb,RB 14,rb14
brb,RB 53,rb53
brb,RB 54,rb54
brb,RB 55,rb55
brb,RB 56,rb56
brb,RB 57,rb57
brb,RB 58,rb58
brb,RB 67,rb67
brb,RB 68,rb68
brb,RB 69,rb69
brb,RB 77,rb77
brb,RB 83,rb83
brb,RE 5,re5
brb,S3,s3
brb,S4,s4
cantus,RB5,re5
cantus,RB6,rb5
cantus,RB83,rb6
cantus,RB87,rb83
cantus,RE5,rb87
ceske-drahy,RE 25,ex352
cfl,RE 11,re11
cfl,RB 83,rb83
cfl,RB 87,rb87
db-fernverkehr-ag,RE 87,re87
db-regio-ag-baden-wurttemberg,RE 2,re2
db-regio-ag-baden-wurttemberg,RE 3,re3
db-regio-ag-baden-wurttemberg,RB 3,rb3
db-regio-ag-baden-wurttemberg,RE 4,re4
db-regio-ag-baden-wurttemberg,RE 5,re5
db-regio-ag-baden-wurttemberg,RE 6,re6
db-regio-ag-baden-wurttemberg,RB 6,rb6
db-regio-ag-baden-wurttemberg,RE 7,re7
db-regio-ag-baden-wurttemberg,RE 14a,re14a
db-regio-ag-baden-wurttemberg,RB 14a,rb14a
db-regio-ag-baden-wurttemberg,RE 14b,re14b
db-regio-ag-baden-wurttemberg,RB 14b,rb14b
db-regio-ag-baden-wurttemberg,MEX 19,mex19
db-regio-ag-baden-wurttemberg,RB 26,rb26
db-regio-ag-baden-wurttemberg,RB 27,rb27
db-regio-ag-baden-wurttemberg,RB 28,rb28
db-regio-ag-baden-wurttemberg,RB 30,rb30
db-regio-ag-baden-wurttemberg,RB 31,rb31
db-regio-ag-baden-wurttemberg,RE 31,re31
db-regio-ag-baden-wurttemberg,RB 32,rb32
db-regio-ag-baden-wurttemberg,RB 37,rb37
db-regio-ag-baden-wurttemberg,RB 42,rb42
db-regio-ag-baden-wurttemberg,RE 50,re50
db-regio-ag-baden-wurttemberg,RB 52,rb52
db-regio-ag-baden-wurttemberg,RB 53,rb53
db-regio-ag-baden-wurttemberg,RE 55,re55
db-regio-ag-baden-wurttemberg,RB 55,rb55
db-regio-ag-baden-wurttemberg,RB 63,rb63
db-regio-ag-baden-wurttemberg,RB 68,rb68
db-regio-ag-baden-wurttemberg,RB 72,rb72
db-regio-ag-baden-wurttemberg,RB 74,rb74
db-regio-ag-baden-wurttemberg,RB 91,rb91
db-regio-ag-baden-wurttemberg,RB 93,rb93
db-regio-ag-baden-wurttemberg,RE 93,re93
db-regio-ag-baden-wurttemberg,MEX 90,mex90
db-regio-ag-baden-wurttemberg,RE 200,re200
db-regio-bayern,RB 6,rb6
db-regio-bayern,RB 10,rb10
db-regio-bayern,RB 11,rb11
db-regio-bayern,RB 12,rb12
db-regio-bayern,RB 16,rb16
db-regio-bayern,RB 21,rb21
db-regio-bayern,RB 25,rb25
db-regio-bayern,RB 30,rb30
db-regio-bayern,RB 31,rb31
db-regio-bayern,RB 33,rb33
db-regio-bayern,RB 53,rb53
db-regio-bayern,RB 60,rb60
db-regio-bayern,RB 61,rb61
db-regio-bayern,RB 62,rb62
db-regio-bayern,RB 63,rb63
db-regio-bayern,RB 65,rb65
db-regio-bayern,RB 66,rb66
db-regio-bayern,RB 73,rb73
db-regio-bayern,RB 74,rb74
db-regio-bayern,RB 78,rb78
db-regio-bayern,RB 79,rb79
db-regio-bayern,RB 80,rb80
db-regio-bayern,RB 81,rb81
db-regio-bayern,RB 82,rb82
db-regio-bayern,RB 85,rb85
db-regio-bayern,RB 91,rb91
db-regio-bayern,RB 94,rb94
db-regio-bayern,RE 1,re1
db-regio-bayern,RE 2,re2
db-regio-bayern,RE 3,re3
db-regio-bayern,RE 7,re7
db-regio-bayern,RE 10,re10
db-regio-bayern,RE 14,re14
db-regio-bayern,RE 16,re16
db-regio-bayern,RE 17,re17
db-regio-bayern,RE 19,re19
db-regio-bayern,RE 20,re20
db-regio-bayern,RE 22,re22
db-regio-bayern,RE 28,re28
db-regio-bayern,RE 29,re29
db-regio-bayern,RE 30,re30
db-regio-bayern,RE 31,re31
db-regio-bayern,RE 32,re32
db-regio-bayern,RE 33,re33
db-regio-bayern,RE 35,re35
db-regio-bayern,RE 38,re38
db-regio-bayern,RE 40,re40
db-regio-bayern,RE 41,re41
db-regio-bayern,RE 43,re43
db-regio-bayern,RE 47,re47
db-regio-bayern,RE 50,re50
db-regio-bayern,RE 54,re54
db-regio-bayern,RE 55,re55
db-regio-bayern,RE 60,re60
db-regio-bayern,RE 61,re61
db-regio-bayern,RE 62,re62
db-regio-bayern,RE 70,re70
db-regio-bayern,RE 71,re71
db-regio-bayern,RE 73,re73
db-regio-bayern,RE 75,re75
db-regio-bayern,RE 76,re76
db-regio-bayern,RE 79,re79
db-regio-mitte,RE1,re1
db-regio-mitte,RE2,re2
db-regio-mitte,RE4,re4
db-regio-mitte,RE6,re6
db-regio-mitte,RE11,re11
db-regio-mitte,RE14,re14
db-regio-mitte,RE16,re16
db-regio-mitte,RE18,re18
db-regio-mitte,RE19,re19
db-regio-mitte,RE20,re20
db-regio-mitte,RE25,re25
db-regio-mitte,RB22,rb22
db-regio-mitte,RB23,rb23
db-regio-mitte,RE30,re30
db-regio-mitte,RB34,rb34
db-regio-mitte,RE40,re40
db-regio-mitte,RB41,rb41
db-regio-mitte,RB44,rb44
db-regio-mitte,RE45,re45
db-regio-mitte,RB45,rb45
db-regio-mitte,RB46,rb46
db-regio-mitte,RE50,re50
db-regio-mitte,RB51,rb51
db-regio-mitte,RB52,rb52
db-regio-mitte,RB53,rb53
db-regio-mitte,RB54,rb54
db-regio-mitte,RB55,rb55
db-regio-mitte,RE55,re55
db-regio-mitte,RE60,re60
db-regio-mitte,RB64,rb64
db-regio-mitte,RB65,rb65
db-regio-mitte,RB66,rb66
db-regio-mitte,RB67,rb67
db-regio-mitte,RB68,rb68
db-regio-mitte,RE70,re70
db-regio-mitte,RB70,rb70
db-regio-mitte,RB71,rb71
db-regio-mitte,RE73,re73
db-regio-mitte,RB77,rb77
db-regio-mitte,RB81,rb81
db-regio-mitte,RB82,rb82
db-regio-mitte,RB83,rb83
db-regio-mitte,RB84,rb84
db-regio-mitte,RB87,rb87
db-regio-nord,RB37,rb37
db-regio-nord,RB38,rb38
db-regio-nord,RB44,rb44
db-regio-nord,RB45,rb45
db-regio-nord,RB46,rb46
db-regio-nord,RB48,rb48
db-regio-nord,RB77,rb77
db-regio-nord,RB79,rb79
db-regio-nord,RB80,rb80
db-regio-nord,RB82,rb82
db-regio-nord,RB86,rb86
db-regio-nord,RE1,re1
db-regio-nord,RE2,re2
db-regio-nord,RE5,re5
db-regio-nord,RE9,re9
db-regio-nordost,FEX,fex
db-regio-nordost,RB10,rb10
db-regio-nordost,RB11,rb11
db-regio-nordost,RB12,rb12
db-regio-nordost,RB14,rb14
db-regio-nordost,RB17,rb17
db-regio-nordost,RB18,rb18
db-regio-nordost,RB20,rb20
db-regio-nordost,RB21,rb21
db-regio-nordost,RB22,rb22
db-regio-nordost,RB23,rb23
db-regio-nordost,RB24,rb24
db-regio-nordost,RB25,rb25
db-regio-nordost,RB28,rb28
db-regio-nordost,RB31,rb31
db-regio-nordost,RB32,rb32
db-regio-nordost,RB43,rb43
db-regio-nordost,RB49,rb49
db-regio-nordost,RB55,rb55
db-regio-nordost,RB92,rb92
db-regio-nordost,RB93,rb93
db-regio-nordost,RE1,re1
db-regio-nordost,RE2,re2
db-regio-nordost,RE3,re3
db-regio-nordost,RE4,re4
db-regio-nordost,RE5,re5
db-regio-nordost,RE6,re6
db-regio-nordost,RE7,re7
db-regio-nordost,RE10,re10
db-regio-nordost,RE11,re11
db-regio-nordost,RE13,re13
db-regio-nordost,RE15,re15
db-regio-nordost,RE18,re18
db-regio-nordost,RE50,re50
db-regio-nordost,RE51,re51
db-regio-nordost,S1,s1
db-regio-nordost,S2,s2
db-regio-nordost,S2X,s2x
db-regio-nordost,S3,s3
db-regio-stuttgart,RE 6,re6
db-regio-stuttgart,RE 10a,re10a
db-regio-stuttgart,RE 10b,re10b
db-regio-stuttgart,RE 18,re18
db-regio-stuttgart,RE 71,re71
db-regio-stuttgart,MEX 12,mex12
db-regio-stuttgart,MEX 17,mex17
db-regio-stuttgart,MEX 17a,mex17a
db-regio-stuttgart,MEX 17c,mex17c
db-regio-stuttgart,MEX 18,mex18
db-regio-stuttgart,RB 10a,rb10a
db-regio-stuttgart,RB 17,rb17
db-regio-stuttgart,RB 18,rb18
db-regio-stuttgart,RB 71,rb71
db-regio-sudost,RB 51,rb51
db-regio-sudost,RE 7,re7
db-regio-sudost,RE 13,re13
db-regio-sudost,RE 14,re14
db-regio-sudost,RE 57,re57
db-regio-sudost,S1,s1
db-regio-sudost,S2,s2
db-regio-sudost,S3,s3
db-regio-sudost,S30,s30
db-regio-sudost,S4,s4
db-regio-sudost,S5,s5
db-regio-sudost,S5X,s5x
db-regio-sudost,S6,s6
db-regio-sudost,S8,s8
db-regio-sudost,S9,s9
db-regionetz-sudostbayernbahn,RE 4,re4
db-regionetz-sudostbayernbahn,RB 32,rb32
db-regionetz-sudostbayernbahn,RB 40,rb40
db-regionetz-sudostbayernbahn,RB 41,rb41
db-regionetz-sudostbayernbahn,RB 42,rb42
db-regionetz-sudostbayernbahn,RB 44,rb44
db-regionetz-sudostbayernbahn,RB 45,rb45
db-regionetz-sudostbayernbahn,RB 46,rb46
db-regionetz-sudostbayernbahn,RB 47,rb47
db-regionetz-sudostbayernbahn,RB 48,rb48
db-regionetz-sudostbayernbahn,RB 49,rb49
db-regionetz-sudostbayernbahn,RB 52,rb52
db-regionetz-sudostbayernbahn,RB 59,rb59
db-regionetz-westfrankenbahn,RB 56,rb56
db-regionetz-westfrankenbahn,RB 83,rb83
db-regionetz-westfrankenbahn,RB 84,rb84
db-regionetz-westfrankenbahn,RB 85,rb85
db-regionetz-westfrankenbahn,RB 88,rb88
db-regionetz-westfrankenbahn,RE 80,re80
db-regionetz-westfrankenbahn,RE 87,re87
db-regionetz-westfrankenbahn,RB 87,rb87
ding-bayer,21,5-ald072-21
ding-bayer,36,5-ald072-36
ding-bayer,37,5-ald072-37
ding-bayer,38,5-ald072-38
ding-bayer,223,5-ald072-223
ding-bayer,225,5-ald072-225
ding-bayer,231,5-ald072-231
ding-bayer,232,5-ald072-232
ding-bayer,239,5-ald072-239
ding-bayer,250,5-ald072-250
ding-bayer,251,5-ald072-251
ding-bayer,252,5-ald072-252
ding-bayer,252E,5-ald072-252e
ding-bayer,253,5-ald072-253
ding-bayer,253E,5-ald072-253e
ding-bayer,254,5-ald072-254
ding-bayer,255,5-ald072-255
ding-bayer,255E,5-ald072-255e
ding-bayer,301,5-ald072-301
ding-bayer,302,5-ald072-302
ding-bayer,303,5-ald072-303
ding-bayer,304,5-ald072-304
ding-bayer,314,5-ald072-314
ding-bayer,315,5-ald072-315
ding-bayer,317,5-ald072-317
ding-bayer,319,5-ald072-319
ding-bayer,320,5-ald072-320
ding-bayer,331,5-ald072-331
ding-bayer,336,5-ald072-336
ding-bayer,337,5-ald072-337
ding-bayer,X250,5-ald072-X250
ding-bbs-schapfl,812,5-omp055-821
ding-bettighofer,78,5-al095-78
ding-bettighofer,711,5-al095-711
ding-bettighofer,713,5-al095-713
ding-braunmiller,701,5-al096-701
ding-braunmiller,702,5-al096-702
ding-braunmiller,704,5-al096-704
ding-braunmiller,706,5-al096-706
ding-diesch-gmbh,272,5-ald020-272
ding-diesch-gmbh,280,5-ald020-280
ding-diesch-gmbh,281,5-ald020-281
ding-diesch-gmbh,282,5-ald020-282
ding-fromm,215,5-ald075-215
ding-fromm,242,5-ald075-242
ding-fromm,716,5-ald075-716
ding-gairing,72,5-ald093-72
ding-gairing,73,5-ald093-73
ding-gairing,84,5-ald093-84
ding-gairing,84A,5-ald093-84A
ding-gairing,84X,5-ald093-84X
ding-gairing,85,5-ald093-85
ding-gairing,88,5-ald093-88
ding-gairing,88X,5-ald093-88X
ding-gairing,89,5-ald093-89
ding-gairing,597,5-ald093-597
ding-gairing,728,5-ald093-728
ding-gairing,729,5-ald093-729
ding-gairing,733,5-ald093-733
ding-gairing,734,5-ald093-734
ding-gairing,739,5-ald093-739
ding-gairing,763,5-ald093-763
ding-gairing,769,5-ald093-769
ding-gairing,N5,5-ald093-N5
ding-gairing,Pfiffibus 1,5-ald044-Pf1
ding-gairing,Pfiffibus 2,5-ald044-Pf2
ding-gairing,Pfiffibus 3,5-ald044-Pf3
ding-gairing,Pfiffibus 4,5-ald044-Pf4
ding-gairing,Pfiffibus 5,5-ald044-Pf5
ding-gairing,Pfiffibus 6,5-ald044-Pf6
ding-gairing,Pfiffibus 7,5-ald044-Pf7
ding-hvg,1,5-ald067-1
ding-hvg,2,5-ald067-2
ding-hvg,3,5-ald067-3
ding-hvg,4,5-ald067-4
ding-hvg,5,5-ald067-5
ding-hvg,6,5-ald067-6
ding-hvg,6a,5-ald067-6a
ding-hvg,7,5-ald067-7
ding-hvg,7a,5-ald067-7a
ding-hvg,60,5-ald067-60
ding-hvg,61,5-ald067-61
ding-hvg,62,5-ald067-62
ding-hvg,63,5-ald067-63
ding-hvg,64,5-ald067-64
ding-hvg,68,5-ald067-68
ding-klemens-diesch,270,5-ald022-270
ding-klemens-diesch,271,5-ald022-271
ding-kloepfer,467,5-ald077-467
ding-kloepfer,491,5-ald077-491
ding-kloepfer,583,5-ald077-583
ding-kloepfer,585,5-ald077-585
ding-miller,920,5-omp053-920
ding-miller,929,5-omp053-929
ding-neubus,71,5-ald091-71
ding-neubus,79,5-ald091-79
ding-neubus,86,5-ald091-86
ding-neubus,850,5-ald091-850
ding-neubus,925,5-ald091-925
ding-oster,711,5-ald095-711
ding-oster,713,5-ald095-713
ding-oster,719,5-ald095-719
ding-rab,49,5-rabrab-49
ding-rab,58,5-rabrab-58
ding-rab,59,5-rabrab-59
ding-rab,217a,5-rabrab-217a
ding-rab,241,5-rabrab-241
ding-rab,343,5-rabrab-343
ding-rab,346,5-rabrab-346
ding-rab,350,5-rabrab-350
ding-rab,351,5-rabrab-351
ding-rab,352,5-rabrab-352
ding-rab,364,5-rabrab-364
ding-rab,366,5-rabrab-366
ding-rab,367,5-rabrab-367
ding-rab,368,5-rabrab-368
ding-rab,463,5-rabrab-463
ding-rab,465,5-rabrab-465
ding-rab,582,5-rabrab-582
ding-rab,593,5-rabrab-593
ding-rab,X340,5-rabrab-x340
ding-rab,X365,5-rabrab-x365
ding-stadtwerke-biberach,1,5-ald021-1
ding-stadtwerke-biberach,2,5-ald021-2
ding-stadtwerke-biberach,3,5-ald021-3
ding-stadtwerke-biberach,4,5-ald021-4
ding-stadtwerke-biberach,5,5-ald021-5
ding-stadtwerke-biberach,6,5-ald021-6
ding-stadtwerke-biberach,10,5-ald021-10
ding-stadtwerke-biberach,11,5-ald021-11
ding-svl,23,5-ald020-23
ding-svl,24,5-ald020-24
ding-svl,30,5-ald020-30
ding-svl,35,5-ald020-35
ding-svl,40,5-ald020-40
ding-svl,41,5-ald020-41
ding-svl,46,5-ald020-46
ding-svl,50,5-ald020-50
ding-svl,50_1,5-ald020-50_1
ding-svl,51,5-ald020-51
ding-svl,52,5-ald020-52
ding-svl,70,5-ald020-70
ding-svl,74,5-ald020-74
ding-svl,75,5-ald020-75
ding-svl,76,5-ald020-76
ding-svl,212,5-ald020-212
ding-svl,216,5-ald020-216
ding-svl,216E,5-ald020-216e
ding-svl,217,5-ald020-217
ding-svl,220,5-ald020-220
ding-svl,221,5-ald020-221
ding-svl,222,5-ald020-222
ding-svl,226,5-ald020-226
ding-svl,227,5-ald020-227
ding-svl,229,5-ald020-229
ding-svl,240,5-ald020-240
ding-svl,316,5-ald020-316
ding-svl,318,5-ald020-318
ding-svl,321,5-ald020-321
ding-svl,325,5-ald020-325
ding-svl,326,5-ald020-326
ding-svl,328,5-ald020-328
ding-svl,329,5-ald020-329
ding-svl,333,5-ald020-333
ding-svl,334,5-ald020-334
ding-svl,335,5-ald020-335
ding-svl,391,5-ald020-391
ding-svl,392,5-ald020-392
ding-svl,461,5-ald020-461
ding-svl,469,5-ald020-469
ding-svl,589a,5-ald020-589a
ding-svl,589b,5-ald020-589b
ding-svl,589c,5-ald020-589c
ding-svl,591,5-ald020-591
ding-svl,723,5-ald020-723
ding-svl,724,5-ald020-724
ding-swu,1,8-ald087-1
ding-swu,2,8-ald087-2
ding-swu,4,5-ald087-4
ding-swu,5,5-ald087-5
ding-swu,6,5-ald087-6
ding-swu,7,5-ald087-7
ding-swu,8,5-ald087-8
ding-swu,9,5-ald087-9
ding-swu,10,15-ald087-0
ding-swu,11,15-ald087-1
ding-swu,12,15-ald087-2
ding-swu,13,15-ald087-3
ding-swu,14,15-ald087-4
ding-swu,15,15-ald087-5
ding-swu,MS9,5-ald087-ms9
ding-swu,MS14,5-ald087-ms14
ding-swu,N1,N5-ald087-1
ding-swu,N2,N5-ald087-2
ding-swu,N3,N5-ald087-3
ding-swu,N4,N5-ald087-4
ding-swu,N7,N5-ald087-7
ding-swu,N8,N5-ald087-8
ding-swu,SEV2,5-ald087-sev2
ding-walk,218,5-ald020-218
ding-walk,327,5-ald020-327
ding-walk,380,5-ald020-380
ding-walk,381,5-ald020-381
ding-walk,382,5-ald020-382
ding-walk,395,5-ald020-395
ding-walk,X380,5-ald020-X380
ding-weidachstein,77,5-ald094-77
ding-weidachstein,737,5-ald094-737
dingo,Blauer DINGO,5-rboMB-1
dingo,Gelber DINGO,5-rboMB-2
